0.74901690	0.00287109
0.99707197	0.00287942
1.23205933	0.00290579
1.48740233	0.00288377
1.74373688	0.00288356
1.99908057	0.00290869
2.24442980	0.00293247
2.49651654	0.00298770
2.73950985	0.00295178
2.99168701	0.00300533
3.24690495	0.00291126
3.49517525	0.00298983
3.74687326	0.00296877
3.99174381	0.00302828
4.23847814	0.00298209
4.49628969	0.00298328
4.74514677	0.00305392
4.98331984	0.00301711
5.24047931	0.00303373
5.48849848	0.00304034
5.74805732	0.00310041
6.00607706	0.00304859
6.24299743	0.00306952
6.47891116	0.00308013
6.73820431	0.00310628
6.97869072	0.00309197
7.23268239	0.00313390
7.48718938	0.00312871
7.73544991	0.00312320
7.99601687	0.00319326
8.24298029	0.00323529
8.48528865	0.00318842
8.73472635	0.00317047
8.97812668	0.00315601
