0.74901690	0.00537744
0.99707197	0.00548138
1.23205933	0.00547852
1.48740233	0.00566678
1.74373688	0.00571253
1.99908057	0.00564261
2.24442980	0.00577333
2.49651654	0.00565850
2.73950985	0.00570817
2.99168701	0.00566872
3.24690495	0.00575411
3.49517525	0.00569595
3.74687326	0.00567442
3.99174381	0.00571173
4.23847814	0.00589466
4.49628969	0.00591880
4.74514677	0.00587247
4.98331984	0.00597878
5.24047931	0.00598386
5.48849848	0.00598063
5.74805732	0.00594088
6.00607706	0.00601907
6.24299743	0.00606913
6.47891116	0.00610646
6.73820431	0.00611730
6.97869072	0.00611430
7.23268239	0.00609503
7.48718938	0.00619302
7.73544991	0.00615941
7.99601687	0.00608899
8.24298029	0.00609728
8.48528865	0.00614824
8.73472635	0.00614599
8.97812668	0.00624836
