0.74901690	0.00938109
0.99707197	0.01083098
1.23205933	0.01080987
1.48740233	0.01079379
1.74373688	0.01085907
1.99908057	0.01093348
2.24442980	0.01110532
2.49651654	0.01104702
2.73950985	0.01104128
2.99168701	0.01107130
3.24690495	0.01125589
3.49517525	0.01122016
3.74687326	0.01121632
3.99174381	0.01137791
4.23847814	0.01136461
4.49628969	0.01133449
4.74514677	0.01139067
4.98331984	0.01148747
5.24047931	0.01159169
5.48849848	0.01155743
5.74805732	0.01155968
6.00607706	0.01168377
6.24299743	0.01184728
6.47891116	0.01190057
6.73820431	0.01195157
6.97869072	0.01201079
7.23268239	0.01203252
7.48718938	0.01190836
7.73544991	0.01214689
7.99601687	0.01213732
8.24298029	0.01229429
8.48528865	0.01231432
8.73472635	0.01213162
8.97812668	0.01216029
