0.74901690	0.01025259
0.99707197	0.01309543
1.23205933	0.01343327
1.48740233	0.01347159
1.74373688	0.01355146
1.99908057	0.01335397
2.24442980	0.01357049
2.49651654	0.01356526
2.73950985	0.01357316
2.99168701	0.01360582
3.24690495	0.01389885
3.49517525	0.01383516
3.74687326	0.01391956
3.99174381	0.01414549
4.23847814	0.01411210
4.49628969	0.01406579
4.74514677	0.01422638
4.98331984	0.01425747
5.24047931	0.01452864
5.48849848	0.01439285
5.74805732	0.01442962
6.00607706	0.01466850
6.24299743	0.01460844
6.47891116	0.01459953
6.73820431	0.01474868
6.97869072	0.01484441
7.23268239	0.01493478
7.48718938	0.01486212
7.73544991	0.01516019
7.99601687	0.01499849
8.24298029	0.01509599
8.48528865	0.01531009
8.73472635	0.01525870
8.97812668	0.01527882
